x1,x2,x3,x4
11,Larceny Theft,32,26
2,Larceny Theft,26,27
12,Lost Property,24,27
14,Larceny Theft,14,23
0,Larceny Theft,19,25
0,Larceny Theft,20,29
17,Lost Property,31,28
18,Larceny Theft,21,2
9,Lost Property,24,28
16,Malicious Mischief,19,24
23,Larceny Theft,19,27
17,Larceny Theft,18,28
14,Larceny Theft,27,29
14,Larceny Theft,33,28
22,Larceny Theft,33,29
16,Larceny Theft,29,31
0,Larceny Theft,9,23
17,Lost Property,15,26
8,Larceny Theft,14,21
20,Lost Property,14,28
13,Larceny Theft,19,25
22,Larceny Theft,18,23
9,Larceny Theft,14,25
11,Larceny Theft,19,27
2,Recovered Vehicle,27,28
19,Larceny Theft,32,25
18,Larceny Theft,26,29
5,Larceny Theft,26,28
13,Larceny Theft,20,27
22,Malicious Mischief,14,26
18,Larceny Theft,33,28
21,Larceny Theft,33,28
11,Lost Property,26,27
11,Lost Property,25,27
21,Malicious Mischief,31,21
14,Larceny Theft,32,26
12,Larceny Theft,31,26
6,Larceny Theft,28,32
18,Larceny Theft,30,31
15,Larceny Theft,26,29
2,Larceny Theft,24,28
14,Lost Property,32,19
2,Larceny Theft,14,25
20,Larceny Theft,18,21
1,Larceny Theft,18,23
13,Lost Property,19,26
16,Malicious Mischief,18,25
21,Larceny Theft,17,26
12,Larceny Theft,33,27
18,Larceny Theft,30,30
23,Larceny Theft,27,28
19,Larceny Theft,33,27
8,Larceny Theft,4,29
2,Larceny Theft,18,22
23,Larceny Theft,25,27
1,Larceny Theft,19,25
15,Lost Property,19,25
13,Larceny Theft,19,13
19,Larceny Theft,33,28
18,Larceny Theft,32,29
14,Malicious Mischief,33,27
0,Lost Property,23,27
9,Lost Property,23,27
21,Larceny Theft,5,22
16,Larceny Theft,2,21
19,Larceny Theft,30,23
12,Larceny Theft,33,27
12,Malicious Mischief,33,27
15,Larceny Theft,15,27
23,Larceny Theft,27,26
13,Larceny Theft,21,2
21,Larceny Theft,26,23
17,Larceny Theft,32,26
20,Larceny Theft,32,25
4,Burglary,22,24
20,Lost Property,14,28
19,Larceny Theft,20,25
16,Larceny Theft,6,16
13,Larceny Theft,6,14
3,Burglary,20,24
17,Non-Criminal,16,26
17,Missing Person,16,26
5,Assault,1,16
5,Larceny Theft,1,16
5,Disorderly Conduct,1,16
6,Burglary,26,28
19,Missing Person,11,9
14,Other Miscellaneous,17,29
0,Offences Against The Family And Children,27,26
0,Non-Criminal,27,26
5,Robbery,17,27
5,Assault,17,27
5,Other Miscellaneous,17,27
15,Assault,15,31
1,Missing Person,17,29
0,Robbery,25,30
11,Non-Criminal,16,26
11,Non-Criminal,16,26
9,Offences Against The Family And Children,25,21
23,Missing Person,11,9
10,Non-Criminal,16,26
10,Non-Criminal,16,26
7,Sex Offense,23,30
17,Other Miscellaneous,17,29
5,Assault,40,37
11,Non-Criminal,16,26
11,Non-Criminal,16,26
15,Larceny Theft,6,15
10,Burglary,22,9
10,Larceny Theft,22,9
10,Motor Vehicle Theft,22,9
17,Larceny Theft,12,23
20,Missing Person,11,9
14,Non-Criminal,37,38
21,Larceny Theft,21,25
20,Missing Person,11,9
23,Larceny Theft,32,27
8,Juvenile Offenses,11,9
8,Missing Person,11,9
15,Motor Vehicle Theft,20,24
0,Malicious Mischief,27,29
17,Malicious Mischief,8,38
18,Burglary,27,30
18,Malicious Mischief,27,30
19,Lost Property,23,31
21,Missing Person,11,9
22,Motor Vehicle Theft,23,24
19,Motor Vehicle Theft,18,21
8,Other Miscellaneous,26,29
8,Warrant,26,29
8,Missing Person,26,29
12,Malicious Mischief,19,25
23,Motor Vehicle Theft,17,22
8,Non-Criminal,17,29
22,Larceny Theft,21,19
15,Motor Vehicle Theft,25,28
8,Assault,27,22
8,Offences Against The Family And Children,27,22
8,Non-Criminal,27,22
0,Fraud,18,5
0,Fraud,18,5
9,Recovered Vehicle,20,24
12,Fraud,23,26
0,Fraud,29,22
0,Case Closure,29,22
12,Burglary,15,18
9,Disorderly Conduct,4,23
23,Motor Vehicle Theft,25,29
9,Assault,24,27
9,Non-Criminal,22,28
9,Larceny Theft,24,29
9,Recovered Vehicle,17,27
17,Motor Vehicle Theft,15,30
18,Larceny Theft,26,28
7,Non-Criminal,24,29
11,Recovered Vehicle,20,25
17,Burglary,29,30
8,Assault,18,22
8,Other Miscellaneous,18,22
19,Larceny Theft,21,33
3,Larceny Theft,16,12
7,Motor Vehicle Theft,22,2
0,Missing Person,25,25
9,Larceny Theft,19,26
9,Assault,19,27
13,Lost Property,19,26
9,Drug Offense,5,17
9,Drug Offense,5,17
9,Other Miscellaneous,5,17
11,Recovered Vehicle,20,23
11,Drug Offense,25,27
11,Drug Offense,25,27
11,Drug Offense,25,27
16,Larceny Theft,28,29
11,Larceny Theft,22,2
12,Recovered Vehicle,24,28
17,Other,24,28
8,Larceny Theft,27,26
11,Offences Against The Family And Children,25,7
11,Disorderly Conduct,25,7
11,Missing Person,25,7
16,Malicious Mischief,25,28
0,Fraud,19,26
0,Lost Property,19,26
17,Burglary,22,19
5,Larceny Theft,7,35
12,Recovered Vehicle,12,30
12,Recovered Vehicle,25,26
12,Malicious Mischief,16,7
12,Other Miscellaneous,9,34
18,Larceny Theft,7,24
0,Malicious Mischief,14,29
21,Malicious Mischief,15,3
11,Non-Criminal,9,22
11,Larceny Theft,17,12
10,Non-Criminal,22,19
10,Burglary,21,18
10,Recovered Vehicle,13,34
12,Larceny Theft,25,17
18,Motor Vehicle Theft,3,11
12,Larceny Theft,26,27
22,Larceny Theft,9,33
12,Non-Criminal,25,17
11,Larceny Theft,27,22
12,Missing Person,25,26
21,Other,24,23
11,Non-Criminal,15,3
13,Larceny Theft,32,25
12,Larceny Theft,21,2
0,Motor Vehicle Theft,16,34
9,Larceny Theft,31,21
19,Lost Property,5,21
12,Weapons Carrying Etc,15,26
12,Other Miscellaneous,15,26
12,Traffic Violation Arrest,15,26
11,Warrant,27,29
14,Malicious Mischief,33,20
17,Lost Property,19,22
14,Non-Criminal,13,10
13,Robbery,27,29
12,Assault,14,32
12,Traffic Collision,14,32
8,Motor Vehicle Theft,15,27
10,Larceny Theft,26,22
14,Larceny Theft,31,28
13,Malicious Mischief,23,27
4,Burglary,22,28
16,Motor Vehicle Theft,4,30
14,Larceny Theft,3,9
14,Fraud,3,9
14,Fraud,3,9
14,Larceny Theft,19,26
14,Larceny Theft,32,18
12,Warrant,32,26
15,Larceny Theft,29,30
0,Fraud,6,17
15,Robbery,15,26
14,Burglary,26,9
14,Other Miscellaneous,26,9
14,Other Miscellaneous,26,9
13,Non-Criminal,24,29
13,Larceny Theft,22,25
14,Larceny Theft,24,27
10,Larceny Theft,27,29
13,Non-Criminal,32,21
15,Larceny Theft,1,32
10,Burglary,13,34
10,Drug Offense,13,34
14,Assault,22,21
15,Larceny Theft,11,37
2,Robbery,27,33
15,Larceny Theft,33,27
9,Larceny Theft,24,22
7,Assault,30,28
7,Courtesy Report,30,28
16,Assault,26,29
16,Non-Criminal,26,29
14,Arson,2,16
15,Burglary,12,25
14,Suspicious Occ,26,30
16,Non-Criminal,25,26
16,Non-Criminal,25,26
19,Fraud,14,26
16,Forgery And Counterfeiting,30,28
16,Fraud,30,28
17,Larceny Theft,26,28
17,Other Miscellaneous,26,28
15,Burglary,10,22
15,Other Miscellaneous,10,22
16,Drug Offense,21,21
16,Drug Offense,21,21
2,Malicious Mischief,23,23
21,Disorderly Conduct,23,33
14,Robbery,24,26
12,Suspicious Occ,27,30
17,Larceny Theft,33,28
17,Malicious Mischief,16,34
17,Other Miscellaneous,16,34
17,Other Miscellaneous,2,30
17,Malicious Mischief,2,30
17,Larceny Theft,24,33
15,Non-Criminal,16,34
16,Burglary,25,31
4,Larceny Theft,23,21
18,Offences Against The Family And Children,26,8
18,Offences Against The Family And Children,26,8
15,Assault,22,25
17,Burglary,28,30
17,Forgery And Counterfeiting,24,33
21,Assault,30,28
21,Non-Criminal,30,28
17,Assault,20,28
17,Disorderly Conduct,20,28
17,Malicious Mischief,20,28
9,Larceny Theft,16,33
10,Motor Vehicle Theft,24,7
12,Larceny Theft,9,7
9,Warrant,23,30
19,Larceny Theft,27,25
8,Larceny Theft,16,32
19,Other Offenses,16,32
0,Burglary,20,23
19,Larceny Theft,29,30
15,Missing Person,5,24
14,Motor Vehicle Theft,23,26
16,Burglary,24,11
17,Drug Offense,20,26
9,Larceny Theft,18,23
15,Other Miscellaneous,26,27
16,Assault,24,22
16,Disorderly Conduct,24,22
23,Other,26,28
16,Assault,11,27
16,Other Miscellaneous,15,25
20,Non-Criminal,12,29
15,Non-Criminal,23,32
17,Larceny Theft,17,29
17,Larceny Theft,17,29
16,Non-Criminal,28,32
15,Malicious Mischief,25,17
15,Lost Property,26,29
20,Vandalism,22,29
20,Other Miscellaneous,22,29
18,Disorderly Conduct,17,29
11,Burglary,15,24
17,Assault,28,33
17,Sex Offense,14,23
17,Warrant,14,23
18,Non-Criminal,30,29
18,Suspicious Occ,28,30
18,Other Miscellaneous,28,30
1,Burglary,29,23
1,Larceny Theft,29,23
17,Robbery,32,22
17,Malicious Mischief,32,22
20,Burglary,16,22
16,Offences Against The Family And Children,23,5
16,Malicious Mischief,23,5
21,Recovered Vehicle,24,29
15,Assault,19,30
15,Larceny Theft,19,30
15,Warrant,19,30
22,Weapons Carrying Etc,28,27
22,Weapons Carrying Etc,28,27
22,Drug Violation,28,27
16,Non-Criminal,21,26
16,Other Miscellaneous,21,26
16,Fraud,25,33
19,Disorderly Conduct,8,30
18,Larceny Theft,26,29
20,Larceny Theft,21,31
19,Larceny Theft,26,29
18,Non-Criminal,23,32
21,Larceny Theft,21,29
22,Assault,8,30
22,Assault,25,27
19,Assault,10,35
19,Weapons Offense,10,35
19,Disorderly Conduct,10,35
15,Assault,25,23
15,Assault,23,20
19,Larceny Theft,25,30
22,Assault,12,6
22,Malicious Mischief,12,6
23,Non-Criminal,30,30
23,Other Miscellaneous,16,8
23,Warrant,16,8
23,Non-Criminal,16,8
21,Non-Criminal,14,7
22,Motor Vehicle Theft,24,27
19,Larceny Theft,28,29
22,Larceny Theft,30,29
0,Warrant,19,26
23,Larceny Theft,25,30
23,Larceny Theft,25,30
23,Other Miscellaneous,25,30
22,Burglary,24,20
0,Recovered Vehicle,22,29
23,Recovered Vehicle,3,22
8,Missing Person,21,20
0,Offences Against The Family And Children,25,26
0,Malicious Mischief,25,26
21,Larceny Theft,24,13
23,Assault,26,27
23,Other Miscellaneous,26,27
23,Warrant,26,31
23,Traffic Violation Arrest,26,31
23,Other Miscellaneous,26,31
8,Offences Against The Family And Children,21,20
8,Missing Person,21,20
2,Burglary,28,30
0,Recovered Vehicle,1,32
22,Other Miscellaneous,9,33
1,Other Miscellaneous,13,32
23,Robbery,24,27
23,Offences Against The Family And Children,24,27
21,Weapons Offense,23,27
3,Robbery,4,20
2,Burglary,27,31
0,Larceny Theft,18,32
16,Malicious Mischief,27,29
14,Larceny Theft,5,30
14,Larceny Theft,27,29
0,Larceny Theft,22,7
3,Weapons Carrying Etc,25,30
3,Other Miscellaneous,25,30
9,Larceny Theft,2,33
21,Larceny Theft,21,25
21,Larceny Theft,25,15
20,Larceny Theft,19,28
8,Larceny Theft,24,19
6,Larceny Theft,19,20
16,Larceny Theft,12,34
13,Lost Property,20,23
1,Larceny Theft,6,27
13,Lost Property,16,25
15,Larceny Theft,26,14
20,Lost Property,19,21
14,Malicious Mischief,8,38
7,Larceny Theft,25,19
6,Lost Property,13,34
11,Larceny Theft,18,19
1,Lost Property,18,22
15,Lost Property,18,30
22,Larceny Theft,15,32
21,Larceny Theft,18,22
11,Larceny Theft,25,13
22,Larceny Theft,18,32
16,Larceny Theft,8,27
17,Larceny Theft,21,27
17,Larceny Theft,25,14
8,Larceny Theft,17,34
13,Larceny Theft,21,17
8,Larceny Theft,5,30
8,Malicious Mischief,18,32
3,Larceny Theft,16,28
15,Larceny Theft,22,20
22,Lost Property,16,15
22,Larceny Theft,18,23
4,Burglary,25,34
4,Warrant,25,34
0,Larceny Theft,13,26
0,Other Miscellaneous,13,26
0,Warrant,13,26
5,Non-Criminal,25,28
13,Malicious Mischief,13,10
5,Robbery,14,29
4,Larceny Theft,18,23
4,Stolen Property,18,23
4,Drug Offense,18,23
14,Larceny Theft,10,23
5,Assault,23,27
12,Lost Property,28,33
16,Missing Person,17,29
12,Fraud,30,31
12,Case Closure,30,31
19,Larceny Theft,10,25
21,Missing Person,17,29
16,Forgery And Counterfeiting,30,23
16,Case Closure,30,23
14,Non-Criminal,23,30
11,Fraud,1,21
11,Case Closure,1,21
13,Fraud,23,30
13,Case Closure,23,30
16,Non-Criminal,22,29
13,Other Miscellaneous,17,29
14,Traffic Violation Arrest,3,12
14,Other Miscellaneous,3,12
12,Motor Vehicle Theft,9,33
17,Burglary,11,34
1,Larceny Theft,2,22
2,Motor Vehicle Theft,27,28
22,Burglary,10,12
22,Malicious Mischief,10,12
18,Larceny Theft,20,33
18,Fraud,20,33
18,Fraud,20,33
19,Fraud,17,34
9,Offences Against The Family And Children,17,29
21,Burglary,9,9
4,Larceny Theft,20,22
14,Fraud,16,25
21,Motor Vehicle Theft,3,28
3,Robbery,17,23
20,Missing Person,11,9
17,Motor Vehicle Theft,8,32
11,Disorderly Conduct,25,25
11,Other Miscellaneous,25,25
7,Larceny Theft,28,29
17,Larceny Theft,25,26
12,Larceny Theft,22,2
7,Non-Criminal,30,20
8,Juvenile Offenses,11,9
8,Missing Person,11,9
9,Larceny Theft,21,19
18,Motor Vehicle Theft,19,3
9,Other,21,26
9,Recovered Vehicle,22,29
8,Assault,25,28
8,Traffic Violation Arrest,25,28
8,Other Miscellaneous,25,28
10,Robbery,24,13
10,Case Closure,24,13
10,Larceny Theft,29,32
6,Burglary,27,26
22,Other Miscellaneous,26,13
9,Assault,9,35
12,Suspicious Occ,19,31
20,Larceny Theft,26,29
11,Malicious Mischief,24,14
9,Motor Vehicle Theft,22,26
10,Recovered Vehicle,20,22
11,Fraud,26,17
10,Assault,24,24
10,Non-Criminal,24,24
10,Other Miscellaneous,24,24
9,Robbery,23,28
9,Drug Offense,23,28
9,Other Miscellaneous,23,28
1,Larceny Theft,23,29
12,Burglary,23,20
9,Non-Criminal,27,30
9,Non-Criminal,13,28
10,Sex Offense,28,29
11,Recovered Vehicle,1,19
22,Motor Vehicle Theft,13,12
16,Burglary,14,15
16,Disorderly Conduct,14,15
7,Other Miscellaneous,13,34
9,Non-Criminal,3,23
17,Burglary,29,30
9,Missing Person,28,23
9,Other Miscellaneous,2,30
9,Other Miscellaneous,2,30
23,Motor Vehicle Theft,17,25
14,Lost Property,25,31
8,Weapons Offense,23,31
8,Disorderly Conduct,23,31
20,Offences Against The Family And Children,28,27
20,Suspicious Occ,28,27
8,Motor Vehicle Theft,6,24
10,Larceny Theft,4,9
8,Motor Vehicle Theft,12,10
15,Robbery,19,26
8,Disorderly Conduct,23,28
8,Motor Vehicle Theft,5,18
7,Traffic Violation Arrest,25,27
7,Other Miscellaneous,25,27
13,Missing Person,25,34
10,Robbery,25,27
19,Robbery,24,7
19,Assault,24,7
19,Offences Against The Family And Children,24,7
19,Fraud,21,19
19,Lost Property,26,28
12,Other Miscellaneous,24,22
12,Fraud,30,18
12,Miscellaneous Investigation,29,21
12,Offences Against The Family And Children,24,29
12,Disorderly Conduct,24,29
9,Larceny Theft,26,29
9,Fraud,26,29
20,Motor Vehicle Theft,20,29
12,Non-Criminal,38,40
2,Suspicious Occ,22,24
13,Warrant,24,27
12,Assault,10,33
12,Disorderly Conduct,10,33
12,Malicious Mischief,10,33
10,Larceny Theft,23,28
12,Larceny Theft,25,19
11,Other Miscellaneous,24,25
11,Other Miscellaneous,24,25
11,Non-Criminal,24,25
7,Other,7,33
13,Non-Criminal,31,29
11,Lost Property,27,29
13,Missing Person,27,26
14,Malicious Mischief,24,20
1,Larceny Theft,27,26
11,Motor Vehicle Theft,11,24
13,Other,6,32
13,Missing Person,23,29
14,Warrant,24,28
15,Non-Criminal,30,28
14,Non-Criminal,23,30
0,Fraud,3,14
14,Suspicious Occ,9,35
18,Suspicious Occ,13,23
14,Robbery,26,29
14,Other Miscellaneous,26,29
14,Forgery And Counterfeiting,6,22
0,Lost Property,5,21
14,Disorderly Conduct,16,27
13,Other Miscellaneous,24,33
10,Assault,18,21
13,Miscellaneous Investigation,25,32
19,Larceny Theft,29,31
15,Stolen Property,24,28
15,Other Offenses,24,28
15,Warrant,24,28
14,Larceny Theft,25,23
14,Non-Criminal,25,23
19,Motor Vehicle Theft,15,13
14,Non-Criminal,2,20
13,Robbery,16,26
13,Assault,16,26
13,Other Miscellaneous,16,26
9,Robbery,15,25
23,Rape,8,29
7,Fraud,28,26
16,Larceny Theft,25,21
15,Larceny Theft,24,26
9,Missing Person,18,14
9,Missing Person,18,14
12,Recovered Vehicle,14,27
12,Forgery And Counterfeiting,14,27
12,Stolen Property,14,27
12,Other Miscellaneous,14,27
14,Non-Criminal,21,16
14,Non-Criminal,27,25
16,Motor Vehicle Theft?,14,27
17,Lost Property,26,28
12,Offences Against The Family And Children,22,24
12,Missing Person,22,24
13,Burglary,5,15
12,Larceny Theft,26,29
12,Other Miscellaneous,26,29
10,Larceny Theft,8,11
12,Recovered Vehicle,15,25
11,Assault,12,31
19,Larceny Theft,31,21
19,Fraud,31,21
14,Assault,4,22
14,Assault,23,26
15,Motor Vehicle Theft,26,28
15,Burglary,12,23
15,Motor Vehicle Theft,12,23
17,Warrant,28,29
0,Larceny Theft,18,22
3,Missing Person,22,17
0,Malicious Mischief,26,29
18,Fraud,9,19
11,Non-Criminal,22,9
17,Assault,9,33
13,Larceny Theft,21,29
6,Motor Vehicle Theft,8,23
4,Missing Person,29,27
15,Malicious Mischief,6,21
12,Missing Person,32,27
12,Warrant,6,33
16,Larceny Theft,10,29
18,Larceny Theft,18,28
15,Larceny Theft,20,26
12,Other Miscellaneous,13,27
8,Larceny Theft,4,18
18,Robbery,32,22
18,Offences Against The Family And Children,32,22
18,Warrant,32,22
12,Malicious Mischief,26,32
12,Larceny Theft,22,26
12,Other Offenses,26,13
19,Motor Vehicle Theft,7,34
11,Warrant,19,29
3,Weapons Offense,2,33
19,Larceny Theft,12,25
19,Robbery,3,27
19,Other Miscellaneous,3,27
19,Other Miscellaneous,3,27
10,Larceny Theft,18,28
10,Suspicious Occ,14,28
13,Assault,26,29
13,Other Miscellaneous,26,29
23,Larceny Theft,19,30
17,Other Miscellaneous,5,17
13,Motor Vehicle Theft,22,31
21,Larceny Theft,28,25
5,Other Miscellaneous,17,29
5,Other Miscellaneous,17,29
9,Burglary,18,33
18,Non-Criminal,19,13
18,Assault,21,19
17,Non-Criminal,8,37
15,Other Miscellaneous,23,30
4,Larceny Theft,18,23
3,Malicious Mischief,8,30
16,Malicious Mischief,14,33
17,Assault,21,26
19,Civil Sidewalks,20,26
17,Assault,6,17
17,Larceny Theft,6,17
17,Disorderly Conduct,6,17
18,Non-Criminal,19,13
19,Disorderly Conduct,10,21
17,Non-Criminal,23,3
20,Assault,18,22
12,Missing Person,26,29
12,Other Miscellaneous,27,29
19,Larceny Theft,1,17
16,Assault,5,17
12,Larceny Theft,26,31
6,Burglary,27,28
8,Motor Vehicle Theft,32,29
19,Burglary,7,11
19,Malicious Mischief,7,11
14,Larceny Theft,26,25
18,Assault,15,27
21,Warrant,13,32
16,Offences Against The Family And Children,13,23
16,Warrant,13,23
18,Missing Person,22,17
13,Fraud,11,21
19,Vehicle Misplaced,12,11
11,Larceny Theft,32,28
11,Suspicious Occ,32,28
7,Burglary,26,11
7,Larceny Theft,26,11
7,Other Miscellaneous,26,11
20,Assault,28,25
20,Assault,28,25
20,Offences Against The Family And Children,28,25
16,Other Miscellaneous,24,28
18,Missing Person,30,20
18,Missing Person,30,20
19,Non-Criminal,19,26
19,Non-Criminal,13,24
19,Larceny Theft,19,14
22,Weapons Offense,8,33
21,Larceny Theft,23,33
16,Warrant,9,11
16,Traffic Violation Arrest,9,11
16,Other Miscellaneous,9,11
22,Civil Sidewalks,19,22
22,Offences Against The Family And Children,5,24
16,Assault,14,26
18,Larceny Theft,21,24
15,Offences Against The Family And Children,26,8
15,Offences Against The Family And Children,26,8
23,Recovered Vehicle,25,28
21,Larceny Theft,19,14
5,Robbery,14,29
22,Drug Offense,26,29
22,Other Miscellaneous,26,29
22,Other Miscellaneous,26,29
22,Offences Against The Family And Children,11,8
22,Warrant,11,8
19,Assault,28,25
20,Non-Criminal,13,29
22,Robbery,21,24
11,Suspicious Occ,28,32
23,Stolen Property,25,28
23,Other Miscellaneous,25,28
23,Warrant,25,28
21,Recovered Vehicle,3,28
20,Missing Person,21,20
21,Assault,24,28
22,Larceny Theft,30,22
12,Burglary,17,24
12,Other Miscellaneous,17,24
21,Non-Criminal,3,13
1,Larceny Theft,25,23
1,Non-Criminal,19,22
12,Motor Vehicle Theft,26,28
19,Larceny Theft,27,29
0,Assault,25,31
1,Non-Criminal,26,32
2,Non-Criminal,14,33
1,Non-Criminal,26,26
1,Other Miscellaneous,29,31
1,Malicious Mischief,29,31
1,Burglary,19,26
3,Warrant,19,27
3,Other Miscellaneous,19,27
3,Larceny Theft,21,18
3,Other Miscellaneous,21,18
2,Larceny Theft,25,31
4,Recovered Vehicle,26,22
4,Assault,27,30
4,Burglary,1,28
0,Rape,21,19
3,Non-Criminal,17,29
9,Weapons Carrying Etc,28,27
9,Weapons Carrying Etc,28,27
9,Drug Violation,28,27
8,Fraud,23,26
6,Recovered Vehicle,22,27
3,Non-Criminal,21,21
12,Offences Against The Family And Children,17,29
21,Missing Person,11,9
17,Missing Person,11,9
18,Larceny Theft,17,30
7,Burglary,17,24
7,Stolen Property,17,24
7,Other Miscellaneous,17,24
10,Burglary,7,34
12,Suspicious Occ,15,30
12,Miscellaneous Investigation,15,30
17,Motor Vehicle Theft,27,28
20,Weapons Carrying Etc,17,29
20,Weapons Carrying Etc,17,29
17,Motor Vehicle Theft,21,21
8,Warrant,17,26
21,Larceny Theft,25,7
17,Non-Criminal,3,34
7,Weapons Carrying Etc,2,5
8,Recovered Vehicle,22,12
20,Larceny Theft,6,22
11,Drug Offense,26,27
11,Courtesy Report,26,27
11,Non-Criminal,26,27
9,Motor Vehicle Theft,12,29
7,Malicious Mischief,13,15
12,Fraud,8,36
16,Burglary,14,35
9,Suspicious Occ,24,27
8,Warrant,24,28
21,Other Miscellaneous,17,29
21,Other Miscellaneous,17,29
12,Motor Vehicle Theft,24,29
0,Offences Against The Family And Children,25,26
0,Malicious Mischief,25,26
10,Motor Vehicle Theft,12,29
17,Missing Person,11,9
6,Drug Offense,24,28
6,Drug Offense,24,28
15,Burglary,14,18
3,Other Miscellaneous,24,29
15,Non-Criminal,31,28
15,Non-Criminal,31,28
3,Burglary,22,24
3,Other Miscellaneous,22,24
3,Malicious Mischief,22,24
12,Larceny Theft,17,23
8,Robbery,25,28
17,Motor Vehicle Theft,30,26
0,Fraud,13,5
10,Motor Vehicle Theft,22,25
8,Non-Criminal,29,30
10,Drug Offense,25,27
10,Drug Offense,25,27
10,Motor Vehicle Theft,12,29
10,Malicious Mischief,23,32
9,Fraud,17,34
12,Larceny Theft,10,30
12,Offences Against The Family And Children,10,30
10,Assault,24,12
18,Larceny Theft,26,29
8,Motor Vehicle Theft,18,4
18,Larceny Theft,18,28
10,Miscellaneous Investigation,21,25
14,Missing Person,22,17
15,Fraud,16,3
15,Fraud,16,3
17,Missing Person,5,19
8,Motor Vehicle Theft,26,26
7,Non-Criminal,30,29
9,Other Miscellaneous,25,28
9,Traffic Violation Arrest,25,28
8,Other,25,20
16,Miscellaneous Investigation,24,5
23,Burglary,27,26
23,Other Miscellaneous,27,33
12,Non-Criminal,14,26
20,Motor Vehicle Theft,29,24
9,Other Miscellaneous,24,4
11,Other Miscellaneous,28,29
8,Juvenile Offenses,11,9
8,Missing Person,11,9
11,Assault,17,26
11,Recovered Vehicle,22,25
10,Larceny Theft,23,29
16,Arson,25,28
8,Other Miscellaneous,26,16
8,Other Miscellaneous,26,16
8,Warrant,26,16
20,Motor Vehicle Theft,27,28
13,Malicious Mischief,20,22
12,Drug Offense,19,25
12,Drug Offense,19,25
9,Larceny Theft,24,26
9,Disorderly Conduct,13,34
13,Non-Criminal,21,26
1,Robbery,15,30
14,Disorderly Conduct,20,24
14,Other Miscellaneous,20,24
16,Robbery,27,30
16,Offences Against The Family And Children,27,30
12,Non-Criminal,24,24
12,Robbery,25,26
10,Miscellaneous Investigation,12,25
13,Suspicious Occ,13,10
9,Disorderly Conduct,13,34
14,Missing Person,19,13
7,Malicious Mischief,27,25
20,Assault,28,25
20,Assault,28,25
20,Offences Against The Family And Children,28,25
12,Missing Person,24,29
15,Larceny Theft,28,26
13,Larceny Theft,25,28
8,Warrant,17,26
1,Motor Vehicle Theft,21,25
23,Robbery,26,27
11,Assault,33,27
11,Other Miscellaneous,33,27
11,Malicious Mischief,33,27
19,Burglary,24,30
18,Other,26,27
13,Drug Offense,25,26
13,Other Miscellaneous,25,26
10,Motor Vehicle Theft,24,20
20,Fraud,22,20
7,Burglary,19,26
12,Other Miscellaneous,23,27
12,Warrant,23,27
12,Warrant,23,27
20,Motor Vehicle Theft,4,11
12,Drug Offense,24,27
22,Robbery,8,33
13,Assault,25,27
14,Recovered Vehicle,14,27
14,Forgery And Counterfeiting,14,27
14,Stolen Property,14,27
6,Fraud,10,18
3,Burglary,11,31
3,Malicious Mischief,11,31
6,Larceny Theft,5,9
9,Suspicious Occ,19,33
9,Non-Criminal,19,33
16,Burglary,11,22
17,Malicious Mischief,15,29
18,Larceny Theft,32,30
4,Offences Against The Family And Children,16,29
13,Robbery,23,27
18,Fraud,7,35
10,Missing Person,16,26
10,Missing Person,16,26
17,Motor Vehicle Theft,16,34
13,Offences Against The Family And Children,13,17
13,Warrant,13,17
13,Non-Criminal,13,17
10,Fraud,11,31
10,Embezzlement,11,31
2,Assault,22,29
7,Larceny Theft,19,14
11,Miscellaneous Investigation,11,27
14,Other Miscellaneous,27,31
13,Rape,31,26
13,Assault,31,26
13,Assault,31,26
9,Assault,27,31
12,Other Miscellaneous,3,19
16,Missing Person,16,26
9,Burglary,23,28
9,Larceny Theft,23,28
14,Other Miscellaneous,24,2
14,Warrant,24,2
15,Non-Criminal,9,28
14,Other Miscellaneous,27,31
14,Motor Vehicle Theft,17,25
0,Fraud,22,33
12,Other Miscellaneous,2,17
15,Other Miscellaneous,27,31
16,Non-Criminal,23,30
9,Fraud,9,29
9,Lost Property,9,29
16,Robbery,28,31
17,Burglary,19,18
15,Fraud,28,31
16,Recovered Vehicle,10,33
5,Burglary,32,23
18,Lost Property,24,13
16,Recovered Vehicle,25,21
15,Weapons Carrying Etc,19,26
15,Drug Offense,19,26
15,Drug Offense,19,26
15,Missing Person,8,31
15,Missing Person,8,31
14,Larceny Theft,26,29
14,Warrant,26,29
11,Burglary,26,28
11,Larceny Theft,26,28
11,Other Miscellaneous,26,28
11,Larceny Theft,23,24
11,Malicious Mischief,23,24
13,Larceny Theft,21,15
13,Larceny Theft,31,26
17,Warrant,19,26
17,Warrant,19,26
13,Larceny Theft,26,29
10,Larceny Theft,11,34
12,Robbery,27,29
12,Larceny Theft,7,13
12,Fraud,7,13
13,Larceny Theft,21,15
13,Traffic Violation Arrest,3,14
13,Other Miscellaneous,3,14
21,Larceny Theft,17,20
19,Motor Vehicle Theft,5,31
14,Larceny Theft,8,30
14,Offences Against The Family And Children,8,30
13,Burglary,12,17
8,Malicious Mischief,30,28
11,Non-Criminal,23,32
15,Non-Criminal,20,26
16,Assault,24,22
18,Non-Criminal,25,28
14,Larceny Theft,27,29
18,Traffic Violation Arrest,27,32
18,Other Miscellaneous,27,32
13,Assault,8,8
17,Assault,21,27
