x1,x2,x3,x4,x5
5,Other Miscellaneous,19,28,1
5,Other Miscellaneous,19,28,1
21,Burglary,23,25,4
19,Larceny Theft,22,17,4
8,Non-Criminal,30,28,1
7,Warrant,31,19,1
5,Larceny Theft,23,23,4
18,Larceny Theft,28,28,4
0,Burglary,22,29,4
8,Warrant,23,27,1
8,Larceny Theft,18,32,4
9,Larceny Theft,26,27,4
13,Lost Property,19,8,1
7,Other Miscellaneous,25,31,1
7,Malicious Mischief,25,31,2
7,Missing Person,25,31,1
20,Larceny Theft,33,27,4
13,Fraud,24,21,2
23,Larceny Theft,1,27,4
18,Larceny Theft,20,24,4
9,Other Miscellaneous,23,15,1
6,Burglary,13,26,4
18,Larceny Theft,20,24,4
1,Burglary,25,33,4
1,Larceny Theft,25,33,4
7,Recovered Vehicle,8,32,1
14,Motor Vehicle Theft,25,27,4
14,Drug Offense,25,27,2
14,Drug Offense,25,27,2
9,Assault,20,28,4
9,Assault,20,28,4
16,Motor Vehicle Theft,32,27,4
10,Suspicious Occ,25,28,1
22,Motor Vehicle Theft,25,20,4
12,Drug Offense,32,25,2
9,Larceny Theft,25,30,4
10,Recovered Vehicle,13,6,1
8,Other Miscellaneous,29,25,1
8,Other Offenses,29,25,1
5,Offences Against The Family And Children,26,28,2
8,Larceny Theft,24,28,4
18,Sex Offense,23,30,2
9,Larceny Theft,25,28,4
9,Fraud,25,28,2
18,Malicious Mischief,22,21,2
12,Motor Vehicle Theft,15,32,4
10,Weapons Carrying Etc,39,37,2
18,Burglary,19,10,4
7,Larceny Theft,13,10,4
8,Larceny Theft,28,25,4
8,Fraud,28,25,2
15,Malicious Mischief,26,14,2
16,Burglary,28,23,4
11,Disorderly Conduct,14,30,2
17,Burglary,27,20,4
10,Larceny Theft,25,26,4
15,Sex Offense,26,29,2
7,Non-Criminal,29,31,1
13,Larceny Theft,15,17,4
0,Sex Offense,23,30,2
0,Sex Offense,23,30,2
21,Larceny Theft,27,28,4
21,Fraud,27,28,2
16,Burglary,17,18,4
10,Non-Criminal,4,34,1
18,Sex Offense,23,30,2
18,Case Closure,23,30,1
11,Miscellaneous Investigation,26,23,1
11,Civil Sidewalks,21,19,2
19,Burglary,27,30,4
11,Non-Criminal,9,22,1
12,Other Miscellaneous,29,32,1
12,Non-Criminal,29,32,1
12,Drug Offense,25,26,2
17,Larceny Theft,26,25,4
7,Civil Sidewalks,18,22,2
0,Fraud,28,22,2
0,Suspicious Occ,28,22,1
10,Non-Criminal,31,21,1
6,Robbery,25,26,4
6,Assault,25,26,4
10,Civil Sidewalks,21,18,2
8,Disorderly Conduct,11,9,2
8,Non-Criminal,11,9,1
8,Other Miscellaneous,11,9,1
13,Assault,13,10,4
16,Malicious Mischief,31,21,2
0,Fraud,6,22,2
10,Suspicious Occ,26,30,1
0,Fraud,31,23,2
9,Larceny Theft,33,27,4
11,Other Miscellaneous,27,29,1
12,Disorderly Conduct,27,31,2
12,Assault,12,24,4
12,Larceny Theft,12,24,4
13,Assault,15,30,4
8,Malicious Mischief,6,13,2
20,Larceny Theft,6,22,4
12,Offences Against The Family And Children,25,11,2
12,Offences Against The Family And Children,25,11,2
12,Offences Against The Family And Children,8,36,2
12,Miscellaneous Investigation,8,36,1
19,Assault,32,30,4
19,Offences Against The Family And Children,32,30,2
10,Fraud,26,28,2
10,Forgery And Counterfeiting,26,28,2
10,Drug Offense,26,28,2
13,Drug Offense,25,18,2
13,Warrant,25,18,1
15,Larceny Theft,23,32,4
13,Warrant,24,27,1
13,Non-Criminal,24,27,1
13,Missing Person,24,27,1
13,Other Miscellaneous,21,16,1
13,Other Offenses,21,16,1
11,Warrant,24,27,1
14,Other Miscellaneous,10,33,1
14,Other Miscellaneous,10,33,1
18,Larceny Theft,22,27,4
13,Disorderly Conduct,10,13,2
23,Sex Offense,23,30,2
22,Other Miscellaneous,19,28,1
16,Burglary,13,11,4
13,Larceny Theft,26,29,4
0,Larceny Theft,29,32,4
12,Non-Criminal,27,29,1
14,Assault,24,14,4
14,Offences Against The Family And Children,24,14,2
21,Non-Criminal,23,30,1
14,Larceny Theft,31,27,4
14,Other Miscellaneous,25,25,1
22,Assault,10,33,4
22,Assault,10,33,4
19,Motor Vehicle Theft,1,28,4
14,Robbery,29,29,4
14,Assault,29,29,4
14,Assault,29,29,4
23,Larceny Theft,22,26,4
10,Fraud,22,27,2
14,Disorderly Conduct,25,25,2
14,Other Miscellaneous,25,25,1
13,Larceny Theft,19,13,4
9,Larceny Theft,27,32,4
12,Assault,12,21,4
12,Other Miscellaneous,12,21,1
12,Other Miscellaneous,12,21,1
14,Drug Offense,22,27,2
14,Drug Offense,22,27,2
13,Non-Criminal,21,5,1
13,Other Miscellaneous,21,5,1
15,Motor Vehicle Theft,24,29,4
10,Fraud,28,22,2
0,Malicious Mischief,26,15,2
15,Larceny Theft,12,27,4
15,Fraud,12,27,2
14,Larceny Theft,23,22,4
10,Larceny Theft,11,30,4
13,Assault,31,24,4
13,Other Miscellaneous,31,24,1
17,Larceny Theft,26,29,4
17,Non-Criminal,26,29,1
10,Weapons Offense,24,28,2
10,Disorderly Conduct,24,28,2
15,Robbery,16,32,4
15,Assault,18,26,4
12,Fraud,19,10,2
12,Suspicious Occ,19,10,1
12,Missing Person,11,10,1
0,Lost Property,28,28,1
3,Larceny Theft,33,26,4
15,Other Miscellaneous,17,23,1
15,Warrant,17,23,1
16,Larceny Theft,29,31,4
16,Fraud,29,31,2
15,Other Miscellaneous,27,29,1
15,Arson,27,29,4
15,Other Miscellaneous,27,29,1
2,Missing Person,16,20,1
13,Larceny Theft,22,2,4
20,Assault,5,9,4
20,Larceny Theft,5,9,4
9,Larceny Theft,27,29,4
15,Drug Offense,25,27,2
15,Offences Against The Family And Children,7,35,2
11,Warrant,26,27,1
17,Larceny Theft,26,22,4
17,Stolen Property,26,22,2
17,Warrant,26,22,1
12,Drug Offense,26,26,2
12,Other Miscellaneous,26,26,1
15,Malicious Mischief,18,25,2
16,Assault,8,37,4
16,Warrant,8,37,1
15,Drug Offense,25,27,2
15,Drug Offense,25,27,2
15,Other Miscellaneous,25,27,1
21,Non-Criminal,6,15,1
17,Fraud,27,21,2
17,Fraud,27,21,2
14,Weapons Carrying Etc,10,25,2
14,Drug Offense,10,25,2
14,Drug Offense,10,25,2
8,Disorderly Conduct,40,37,2
15,Drug Offense,25,27,2
15,Drug Offense,25,27,2
18,Lost Property,30,29,1
16,Larceny Theft,14,19,4
12,Drug Offense,25,26,2
12,Drug Offense,25,26,2
12,Other Miscellaneous,25,26,1
0,Assault,1,26,4
0,Burglary,1,26,4
0,Malicious Mischief,1,26,2
14,Larceny Theft,19,3,4
14,Stolen Property,19,3,2
16,Non-Criminal,25,28,1
16,Drug Offense,24,27,2
15,Robbery,16,32,4
14,Drug Offense,25,27,2
14,Drug Offense,25,27,2
14,Drug Offense,25,27,2
16,Other Offenses,21,25,1
17,Larceny Theft,7,38,4
17,Stolen Property,7,38,2
17,Non-Criminal,7,38,1
8,Recovered Vehicle,31,20,1
22,Motor Vehicle Theft,13,7,4
17,Non-Criminal,30,28,1
17,Motor Vehicle Theft,25,24,4
18,Larceny Theft,19,28,4
16,Drug Offense,24,27,2
16,Warrant,24,27,1
16,Non-Criminal,24,27,1
17,Non-Criminal,32,27,1
15,Offences Against The Family And Children,16,27,2
15,Other Miscellaneous,16,27,1
21,Larceny Theft,4,17,4
16,Larceny Theft,27,29,4
17,Larceny Theft,8,37,4
17,Stolen Property,8,37,2
17,Non-Criminal,8,37,1
16,Motor Vehicle Theft,19,9,4
16,Non-Criminal,26,26,1
17,Larceny Theft,6,25,4
17,Stolen Property,6,25,2
17,Non-Criminal,6,25,1
18,Non-Criminal,33,26,1
8,Larceny Theft,28,28,4
0,Fraud,21,31,2
16,Larceny Theft,27,29,4
17,Larceny Theft,22,17,4
18,Burglary,6,22,4
18,Larceny Theft,6,22,4
18,Other Miscellaneous,6,22,1
15,Larceny Theft,19,26,4
15,Stolen Property,19,26,2
13,Warrant,25,28,1
19,Robbery,2,29,4
18,Larceny Theft,28,33,4
18,Fraud,28,33,2
17,Larceny Theft,28,33,4
17,Fraud,28,33,2
13,Non-Criminal,2,26,1
13,Other Miscellaneous,2,26,1
18,Disorderly Conduct,23,25,2
18,Malicious Mischief,23,25,2
16,Larceny Theft,8,32,4
17,Robbery,25,28,4
17,Other Miscellaneous,25,28,1
15,Larceny Theft,27,29,4
17,Larceny Theft,22,13,4
16,Non-Criminal,22,28,1
16,Missing Person,22,28,1
19,Assault,25,27,4
23,Burglary,24,33,4
19,Malicious Mischief,25,27,2
19,Other Miscellaneous,25,27,1
19,Weapons Carrying Etc,15,27,2
19,Disorderly Conduct,15,27,2
19,Malicious Mischief,15,27,2
8,Missing Person,3,17,1
0,Larceny Theft,30,22,4
0,Fraud,30,22,2
19,Warrant,15,29,1
14,Lost Property,22,18,1
6,Fraud,23,32,2
20,Recovered Vehicle,17,10,1
15,Non-Criminal,4,13,1
17,Warrant,17,26,1
12,Missing Person,25,27,1
20,Robbery,23,27,4
0,Larceny Theft,23,21,4
16,Assault,24,33,4
15,Non-Criminal,27,31,1
18,Disorderly Conduct,23,25,2
18,Malicious Mischief,23,25,2
19,Larceny Theft,33,28,4
15,Suspicious Occ,25,28,1
10,Non-Criminal,23,30,1
17,Larceny Theft,1,33,4
17,Fraud,1,33,2
19,Sex Offense,25,14,2
19,Warrant,25,14,1
19,Warrant,25,14,1
17,Non-Criminal,21,6,1
21,Malicious Mischief,24,13,2
1,Malicious Mischief,7,23,2
19,Malicious Mischief,24,24,2
18,Larceny Theft,22,2,4
21,Warrant,7,33,1
19,Larceny Theft,26,15,4
13,Larceny Theft,26,29,4
19,Recovered Vehicle,22,29,1
20,Missing Person,15,31,1
9,Larceny Theft,10,29,4
8,Fraud,17,7,2
8,Fraud,17,7,2
20,Offences Against The Family And Children,14,25,2
20,Other Miscellaneous,14,25,1
14,Burglary,14,23,4
14,Larceny Theft,14,23,4
14,Malicious Mischief,14,23,2
17,Missing Person,22,17,1
21,Weapons Offense,8,37,2
19,Larceny Theft,25,31,4
21,Larceny Theft,21,29,4
21,Vehicle Impounded,37,38,1
21,Traffic Violation Arrest,37,38,1
21,Other Miscellaneous,37,38,1
16,Burglary,32,26,4
20,Burglary,10,25,4
21,Arson,30,29,4
13,Larceny Theft,10,29,4
9,Recovered Vehicle,30,28,1
15,Assault,22,17,4
0,Larceny Theft,10,33,4
16,Offences Against The Family And Children,22,17,2
16,Warrant,22,17,1
15,Assault,14,11,4
10,Recovered Vehicle,22,29,1
5,Suspicious Occ,7,34,1
20,Robbery,4,30,4
18,Traffic Violation Arrest,7,21,1
18,Other Miscellaneous,7,21,1
18,Offences Against The Family And Children,6,17,2
18,Offences Against The Family And Children,6,17,2
21,Traffic Violation Arrest,3,20,1
21,Other Miscellaneous,3,20,1
20,Non-Criminal,27,26,1
19,Drug Offense,23,32,2
19,Other Offenses,23,32,1
13,Assault,21,28,4
10,Recovered Vehicle,22,29,1
22,Motor Vehicle Theft,10,36,4
0,Motor Vehicle Theft,9,33,4
11,Warrant,23,30,1
22,Offences Against The Family And Children,25,27,2
22,Drug Offense,22,26,2
20,Larceny Theft,24,24,4
23,Malicious Mischief,10,25,2
23,Missing Person,10,25,1
21,Assault,13,15,4
21,Weapons Offense,13,15,2
21,Malicious Mischief,13,15,2
21,Fraud,32,26,2
21,Malicious Mischief,32,26,2
21,Warrant,32,26,1
12,Non-Criminal,27,33,1
21,Malicious Mischief,28,25,2
18,Missing Person,22,25,1
22,Assault,25,27,4
22,Warrant,25,27,1
20,Burglary,13,24,4
22,Assault,12,4,4
22,Other Miscellaneous,12,4,1
0,Robbery,18,26,4
22,Robbery,23,26,4
2,Malicious Mischief,33,28,2
22,Lost Property,26,29,1
23,Larceny Theft,27,30,4
23,Non-Criminal,21,17,1
20,Burglary,24,26,4
22,Other Miscellaneous,9,11,1
1,Motor Vehicle Theft,23,21,4
1,Prostitution,17,27,2
22,Malicious Mischief,18,23,2
10,Missing Person,22,33,1
0,Assault,18,22,4
0,Robbery,5,22,4
2,Non-Criminal,18,23,1
0,Missing Person,27,27,1
9,Burglary,27,27,4
9,Larceny Theft,27,27,4
0,Miscellaneous Investigation,20,24,1
2,Recovered Vehicle,11,34,1
2,Disorderly Conduct,25,26,2
2,Malicious Mischief,25,26,2
2,Assault,23,26,4
2,Larceny Theft,23,26,4
3,Assault,26,22,4
23,Assault,19,25,4
22,Malicious Mischief,19,24,2
20,Missing Person,1,17,1
3,Burglary,26,29,4
3,Suspicious Occ,22,28,1
23,Malicious Mischief,26,26,2
11,Traffic Violation Arrest,8,8,1
11,Other Miscellaneous,8,8,1
12,Larceny Theft,25,25,4
4,Burglary,17,34,4
23,Larceny Theft,17,22,4
13,Larceny Theft,26,29,4
1,Larceny Theft,24,29,4
8,Larceny Theft,25,30,4
10,Larceny Theft,22,2,4
13,Larceny Theft,25,28,4
14,Malicious Mischief,8,25,2
23,Larceny Theft,24,27,4
10,Larceny Theft,13,17,4
20,Larceny Theft,28,33,4
20,Larceny Theft,18,32,4
13,Larceny Theft,31,24,4
18,Larceny Theft,10,24,4
20,Larceny Theft,18,26,4
0,Larceny Theft,18,29,4
15,Fraud,5,23,2
16,Larceny Theft,25,28,4
16,Suspicious Occ,28,30,1
12,Larceny Theft,23,29,4
6,Lost Property,26,26,1
20,Larceny Theft,2,22,4
18,Larceny Theft,26,29,4
18,Malicious Mischief,8,23,2
22,Larceny Theft,25,26,4
5,Lost Property,23,8,1
7,Larceny Theft,18,24,4
0,Larceny Theft,4,5,4
9,Larceny Theft,3,15,4
1,Lost Property,19,11,1
16,Lost Property,26,29,1
19,Larceny Theft,25,28,4
20,Larceny Theft,21,30,4
21,Larceny Theft,20,32,4
20,Larceny Theft,25,9,4
13,Larceny Theft,26,20,4
15,Larceny Theft,15,24,4
16,Larceny Theft,19,26,4
12,Larceny Theft,14,23,4
15,Malicious Mischief,26,27,2
18,Larceny Theft,26,29,4
15,Larceny Theft,25,26,4
6,Malicious Mischief,18,34,2
18,Larceny Theft,23,31,4
15,Burglary,10,35,4
15,Burglary,10,35,4
22,Burglary,22,25,4
22,Burglary,22,25,4
22,Lost Property,23,27,1
19,Burglary,27,31,4
16,Larceny Theft,25,28,4
18,Larceny Theft,24,27,4
12,Larceny Theft,17,26,4
6,Recovered Vehicle,15,20,1
16,Motor Vehicle Theft,23,24,4
19,Other Miscellaneous,19,33,1
7,Recovered Vehicle,16,23,1
16,Fraud,23,30,2
16,Case Closure,23,30,1
7,Recovered Vehicle,5,33,1
21,Disorderly Conduct,20,33,2
18,Lost Property,2,31,1
18,Warrant,19,29,1
4,Other Miscellaneous,26,26,1
9,Larceny Theft,31,26,4
3,Arson,5,34,4
22,Non-Criminal,22,14,1
19,Motor Vehicle Theft,22,6,4
21,Other,18,26,1
1,Burglary,19,14,4
18,Motor Vehicle Theft,19,8,4
14,Fraud,21,23,2
8,Suspicious Occ,15,29,1
8,Non-Criminal,15,29,1
15,Suspicious Occ,19,28,1
8,Miscellaneous Investigation,24,14,1
7,Other Miscellaneous,25,31,1
9,Lost Property,12,8,1
2,Burglary,26,29,4
22,Fraud,24,25,2
22,Larceny Theft,24,25,4
18,Larceny Theft,6,21,4
8,Larceny Theft,9,33,4
8,Miscellaneous Investigation,9,5,1
23,Burglary,24,18,4
11,Lost Property,32,30,1
23,Suspicious Occ,27,19,1
7,Non-Criminal,16,20,1
10,Burglary,10,25,4
6,Lost Property,24,14,1
9,Motor Vehicle Theft,20,30,4
9,Other Miscellaneous,20,30,1
22,Malicious Mischief,1,27,2
9,Missing Person,17,26,1
8,Malicious Mischief,22,25,2
8,Non-Criminal,22,25,1
7,Non-Criminal,23,27,1
7,Courtesy Report,27,28,1
10,Assault,20,23,4
10,Assault,20,23,4
10,Weapons Carrying Etc,20,23,2
10,Lost Property,27,30,1
2,Malicious Mischief,25,33,2
9,Miscellaneous Investigation,16,15,1
0,Fraud,21,25,2
10,Larceny Theft,26,29,4
9,Burglary,20,25,4
10,Burglary,32,25,4
17,Larceny Theft,11,26,4
17,Larceny Theft,11,26,4
4,Assault,33,27,4
4,Case Closure,33,27,1
11,Recovered Vehicle,23,33,1
10,Recovered Vehicle,22,27,1
10,Non-Criminal,24,27,1
10,Other Miscellaneous,15,26,1
17,Disorderly Conduct,28,31,2
11,Robbery,26,28,4
13,Burglary,18,22,4
9,Disorderly Conduct,5,20,2
9,Non-Criminal,5,20,1
8,Other Miscellaneous,21,30,1
4,Burglary,15,7,4
19,Missing Person,22,33,1
11,Non-Criminal,3,20,1
11,Larceny Theft,31,26,4
16,Malicious Mischief,23,25,2
11,Malicious Mischief,31,26,2
11,Courtesy Report,29,30,1
0,Larceny Theft,16,26,4
12,Non-Criminal,29,30,1
18,Burglary,8,19,4
18,Larceny Theft,8,19,4
12,Warrant,24,12,1
12,Warrant,30,20,1
12,Other Miscellaneous,30,20,1
11,Larceny Theft,26,29,4
8,Lost Property,12,25,1
22,Assault,13,23,4
9,Larceny Theft,18,32,4
20,Motor Vehicle Theft,12,28,4
21,Motor Vehicle Theft,10,34,4
23,Offences Against The Family And Children,9,28,2
23,Disorderly Conduct,9,28,2
12,Non-Criminal,24,28,1
22,Motor Vehicle Theft,18,22,4
19,Larceny Theft,27,26,4
10,Forgery And Counterfeiting,10,13,2
10,Lost Property,10,13,1
11,Other Miscellaneous,20,25,1
13,Larceny Theft,26,30,4
18,Larceny Theft,31,20,4
18,Stolen Property,31,20,2
20,Non-Criminal,3,10,1
12,Robbery,25,28,4
15,Non-Criminal,26,33,1
13,Other,26,28,1
12,Disorderly Conduct,24,25,2
11,Other Miscellaneous,19,25,1
11,Warrant,19,25,1
13,Assault,26,29,4
3,Burglary,30,30,4
22,Motor Vehicle Theft,20,28,4
13,Other Miscellaneous,24,27,1
20,Burglary,18,25,4
15,Larceny Theft,30,28,4
12,Motor Vehicle Theft,12,25,4
20,Burglary,18,4,4
17,Larceny Theft,23,26,4
0,Assault,24,11,4
15,Non-Criminal,22,33,1
13,Malicious Mischief,7,13,2
13,Malicious Mischief,7,13,2
9,Fraud,17,8,2
9,Lost Property,17,8,1
14,Malicious Mischief,24,28,2
0,Non-Criminal,27,29,1
14,Assault,23,26,4
7,Burglary,4,21,4
8,Larceny Theft,25,15,4
10,Larceny Theft,22,33,4
10,Fraud,22,33,2
10,Courtesy Report,22,33,1
12,Larceny Theft,26,29,4
20,Assault,15,27,4
20,Malicious Mischief,15,27,2
22,Burglary,32,26,4
22,Non-Criminal,32,26,1
16,Robbery,25,28,4
16,Assault,25,28,4
16,Drug Offense,25,28,2
16,Burglary,22,29,4
16,Larceny Theft,22,29,4
16,Malicious Mischief,22,29,2
12,Burglary,12,13,4
13,Larceny Theft,22,11,4
15,Suspicious Occ,24,26,1
16,Larceny Theft,15,29,4
18,Forgery And Counterfeiting,26,22,2
18,Forgery And Counterfeiting,26,22,2
15,Burglary,26,29,4
15,Malicious Mischief,26,29,2
15,Weapons Carrying Etc,27,30,2
15,Other Miscellaneous,27,30,1
15,Traffic Violation Arrest,27,30,1
14,Assault,4,28,4
16,Assault,26,26,4
10,Lost Property,24,14,1
16,Burglary,22,24,4
13,Larceny Theft,15,26,4
13,Malicious Mischief,15,26,2
11,Larceny Theft,15,23,4
11,Weapons Offense,15,23,2
14,Assault,30,23,4
17,Larceny Theft,13,17,4
15,Missing Person,15,5,1
12,Larceny Theft,26,29,4
12,Offences Against The Family And Children,26,29,2
12,Other Miscellaneous,26,29,1
13,Larceny Theft,8,30,4
13,Malicious Mischief,8,30,2
16,Larceny Theft,25,28,4
16,Fraud,25,28,2
15,Motor Vehicle Theft,20,27,4
17,Non-Criminal,6,20,1
13,Malicious Mischief,12,25,2
12,Non-Criminal,27,31,1
13,Larceny Theft,3,9,4
13,Fraud,3,9,2
14,Non-Criminal,29,29,1
17,Motor Vehicle Theft?,12,12,4
17,Other Miscellaneous,12,12,1
17,Other Miscellaneous,12,12,1
12,Larceny Theft,26,29,4
16,Other Miscellaneous,13,20,1
12,Other Miscellaneous,27,25,1
18,Larceny Theft,25,30,4
14,Non-Criminal,22,25,1
13,Other Miscellaneous,25,28,1
12,Larceny Theft,24,21,4
12,Motor Vehicle Theft,24,21,4
17,Larceny Theft,21,19,4
17,Larceny Theft,19,13,4
17,Larceny Theft,19,11,4
13,Other Miscellaneous,20,24,1
18,Non-Criminal,25,26,1
8,Fraud,25,25,2
8,Fraud,25,25,2
16,Assault,5,33,4
5,Fraud,27,28,2
14,Other Miscellaneous,15,27,1
18,Disorderly Conduct,6,23,2
19,Burglary,23,27,4
14,Larceny Theft,21,18,4
12,Motor Vehicle Theft,24,21,4
14,Assault,1,16,4
14,Fraud,7,11,2
14,Motor Vehicle Theft,23,32,4
16,Lost Property,13,26,1
14,Assault,4,28,4
23,Miscellaneous Investigation,10,26,1
20,Larceny Theft,17,26,4
19,Recovered Vehicle,4,22,1
17,Suspicious Occ,26,27,1
14,Larceny Theft,20,23,4
17,Suspicious Occ,25,27,1
20,Other Offenses,24,27,1
20,Warrant,24,27,1
19,Warrant,4,22,1
6,Malicious Mischief,30,20,2
10,Larceny Theft,26,29,4
11,Burglary,21,29,4
20,Motor Vehicle Theft,22,29,4
18,Larceny Theft,24,26,4
18,Robbery,25,26,4
16,Non-Criminal,16,23,1
18,Other Miscellaneous,26,29,1
13,Offences Against The Family And Children,19,25,2
13,Disorderly Conduct,19,25,2
18,Recovered Vehicle,20,24,1
18,Larceny Theft,24,25,4
18,Other Miscellaneous,24,25,1
18,Other Miscellaneous,13,31,1
20,Non-Criminal,25,28,1
21,Miscellaneous Investigation,9,34,1
18,Larceny Theft,32,29,4
19,Larceny Theft,20,25,4
12,Burglary,38,40,4
17,Sex Offense,39,37,2
17,Non-Criminal,39,37,1
19,Assault,4,14,4
19,Other Miscellaneous,4,14,1
19,Assault,6,16,4
16,Motor Vehicle Theft,22,26,4
16,Other Miscellaneous,15,2,1
16,Non-Criminal,15,2,1
21,Larceny Theft,20,24,4
21,Other Miscellaneous,20,24,1
7,Malicious Mischief,23,3,2
22,Other Miscellaneous,12,21,1
12,Family Offense,9,35,2
12,Offences Against The Family And Children,9,35,2
14,Missing Person,7,34,1
13,Larceny Theft,27,31,4
18,Offences Against The Family And Children,11,28,2
18,Warrant,11,28,1
8,Missing Person,22,19,1
21,Larceny Theft,25,14,4
21,Other Miscellaneous,25,14,1
23,Burglary,15,7,4
18,Assault,23,28,4
10,Recovered Vehicle,32,27,1
17,Warrant,14,27,1
21,Assault,30,29,4
21,Warrant,30,29,1
18,Robbery,17,31,4
0,Larceny Theft,3,14,4
20,Offences Against The Family And Children,23,32,2
20,Traffic Violation Arrest,17,26,1
20,Other Miscellaneous,17,26,1
16,Malicious Mischief,3,13,2
17,Larceny Theft,19,25,4
18,Larceny Theft,2,9,4
18,Fraud,2,9,2
8,Larceny Theft,23,28,4
22,Weapons Offense,8,37,2
13,Weapons Offense,25,18,2
8,Larceny Theft,26,26,4
8,Fraud,26,26,2
22,Weapons Offense,9,35,2
17,Other Miscellaneous,26,25,1
19,Motor Vehicle Theft,33,21,4
9,Assault,22,25,4
18,Offences Against The Family And Children,16,29,2
18,Non-Criminal,16,29,1
12,Larceny Theft,26,29,4
12,Other Miscellaneous,26,29,1
21,Assault,19,26,4
16,Warrant,23,30,1
23,Non-Criminal,10,19,1
15,Larceny Theft,22,30,4
21,Non-Criminal,28,25,1
17,Burglary,6,15,4
17,Fraud,6,15,2
19,Other Miscellaneous,3,20,1
17,Non-Criminal,24,29,1
22,Other Miscellaneous,12,21,1
22,Other Miscellaneous,12,21,1
10,Assault,26,28,4
22,Motor Vehicle Theft,26,28,4
22,Traffic Violation Arrest,22,12,1
22,Other Miscellaneous,22,12,1
22,Offences Against The Family And Children,21,20,2
22,Missing Person,21,20,1
21,Robbery,25,28,4
23,Assault,15,28,4
23,Non-Criminal,19,28,1
19,Larceny Theft,21,24,4
12,Burglary,8,28,4
23,Warrant,24,24,1
23,Traffic Violation Arrest,24,24,1
19,Larceny Theft,24,27,4
18,Missing Person,22,33,1
18,Missing Person,22,33,1
22,Assault,23,14,4
22,Weapons Carrying Etc,23,14,2
22,Other Miscellaneous,23,14,1
16,Motor Vehicle Theft,4,11,4
0,Non-Criminal,23,13,1
18,Larceny Theft,25,25,4
1,Arson,24,28,4
1,Malicious Mischief,24,28,2
0,Drug Offense,3,20,2
11,Juvenile Offenses,1,17,1
11,Missing Person,1,17,1
2,Burglary,24,26,4
21,Motor Vehicle Theft,21,25,4
9,Burglary,23,29,4
9,Malicious Mischief,23,29,2
9,Suspicious Occ,23,29,1
2,Warrant,20,26,1
2,Traffic Violation Arrest,20,26,1
2,Other Miscellaneous,20,26,1
3,Motor Vehicle Theft,23,25,4
1,Burglary,24,28,4
3,Other Miscellaneous,4,21,1
2,Burglary,13,33,4
4,Recovered Vehicle,22,6,1
5,Warrant,28,29,1
4,Burglary,26,23,4
4,Other Miscellaneous,26,23,1
4,Warrant,26,23,1
1,Warrant,26,26,1
1,Traffic Violation Arrest,26,26,1
18,Larceny Theft,26,29,4
14,Larceny Theft,27,29,4
17,Larceny Theft,29,32,4
20,Malicious Mischief,25,25,2
21,Larceny Theft,31,21,4
3,Larceny Theft,23,23,4
15,Larceny Theft,24,25,4
12,Larceny Theft,5,20,4
0,Lost Property,2,30,1
11,Larceny Theft,4,19,4
19,Larceny Theft,10,34,4
23,Larceny Theft,4,14,4
17,Lost Property,11,8,1
22,Larceny Theft,9,9,4
22,Lost Property,30,28,1
18,Larceny Theft,27,29,4
18,Larceny Theft,27,25,4
23,Larceny Theft,25,25,4
22,Larceny Theft,19,13,4
10,Larceny Theft,26,23,4
18,Larceny Theft,22,23,4
16,Larceny Theft,26,27,4
16,Larceny Theft,10,26,4
10,Larceny Theft,27,29,4
11,Larceny Theft,25,24,4
14,Lost Property,26,25,1
14,Lost Property,26,23,1
7,Larceny Theft,12,3,4
9,Larceny Theft,15,6,4
18,Lost Property,7,19,1
12,Larceny Theft,26,23,4
21,Larceny Theft,13,4,4
8,Larceny Theft,7,11,4
23,Lost Property,23,25,1
11,Larceny Theft,22,24,4
16,Larceny Theft,26,25,4
21,Larceny Theft,23,25,4
15,Larceny Theft,23,22,4
22,Larceny Theft,25,27,4
19,Larceny Theft,31,25,4
8,Larceny Theft,7,27,4
5,Burglary,20,23,4
5,Larceny Theft,20,23,4
15,Larceny Theft,7,11,4
17,Larceny Theft,12,3,4
21,Larceny Theft,6,15,4
20,Larceny Theft,29,30,4
22,Malicious Mischief,31,24,2
8,Larceny Theft,18,32,4
11,Larceny Theft,27,26,4
20,Larceny Theft,14,25,4
22,Malicious Mischief,13,29,2
22,Larceny Theft,33,27,4
21,Larceny Theft,6,15,4
6,Fraud,6,14,2
13,Larceny Theft,8,11,4
22,Malicious Mischief,26,29,2
13,Larceny Theft,9,15,4
20,Larceny Theft,8,11,4
11,Lost Property,29,31,1
13,Larceny Theft,4,5,4
0,Lost Property,26,29,1
20,Larceny Theft,26,29,4
14,Larceny Theft,24,26,4
13,Larceny Theft,24,23,4
11,Larceny Theft,26,28,4
21,Larceny Theft,2,22,4
17,Lost Property,29,31,1
5,Burglary,20,23,4
15,Malicious Mischief,33,27,2
14,Larceny Theft,32,27,4
19,Malicious Mischief,33,27,2
20,Larceny Theft,26,26,4
2,Larceny Theft,9,17,4
16,Larceny Theft,29,32,4
12,Burglary,26,23,4
20,Larceny Theft,19,12,4
3,Burglary,31,30,4
21,Burglary,19,13,4
23,Larceny Theft,27,26,4
5,Assault,25,27,4
5,Malicious Mischief,25,27,2
5,Malicious Mischief,25,27,2
5,Malicious Mischief,12,5,2
6,Motor Vehicle Theft,10,4,4
